VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z
4160, 1013, -0.57895,  15.46986,  0.65113,  0.4535,  0.5023,  0.06041, -0.98002, -0.18949
4161, 1070,  0.0284,  15.60364,  0.43556,  0.485,  0.2327,  0.92772,  0.36839,  0.06018
4162, 1069,  0.03968,  15.56803,  0.43645,  0.4897,  0.2312,  0.91551, -0.36234,  0.1748
4163, 1068,  0.05182,  15.55286,  0.38882,  0.484,  0.2276,  0.95847, -0.1863,  0.21594
4164, 1068,  0.05182,  15.55286,  0.38882,  0.484,  0.2276,  0.95847, -0.1863,  0.21594
4165, 1071,  0.02688,  15.58117,  0.38203,  0.4825,  0.2292,  0.7894,  0.55059, -0.27149
4166, 1070,  0.0284,  15.60364,  0.43556,  0.485,  0.2327,  0.92772,  0.36839,  0.06018
4167, 1068,  0.05182,  15.55286,  0.38882,  0.484,  0.2276,  0.95847, -0.1863,  0.21594
4168, 1069,  0.03968,  15.56803,  0.43645,  0.4897,  0.2312,  0.91551, -0.36234,  0.1748
4169, 1072, -0.0471,  15.5386,  0.40983,  0.497,  0.2293, -0.2383, -0.97118, -0.00513
4170, 1071,  0.02688,  15.58117,  0.38203,  0.4825,  0.2292,  0.7894,  0.55059, -0.27149
4171, 1068,  0.05182,  15.55286,  0.38882,  0.484,  0.2276,  0.95847, -0.1863,  0.21594
4172, 1073,  0.05425,  15.50873,  0.33742,  0.484,  0.2216,  0.88253, -0.39381,  0.257
