VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD3.x, TEXCOORD3.y
10163, 10753, -14.22884,  10.0514, -97.75803,  0.91516,  0.02763, -1.00, -0.00002,  0.00001,  0.38037,  0.27476
10164, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10165, 7543, -14.22866,  6.66018,  89.94574,  0.97631,  0.05615, -1.00,  1.70350E-06, -0.00001,  0.0507,  0.12571
10166, 7559, -14.22866,  4.64391,  90.12177,  0.97433,  0.0716, -1.00, -3.45138E-06, -0.00001,  0.04976,  0.13309
10167, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10168, 7559, -14.22866,  4.64391,  90.12177,  0.97433,  0.0716, -1.00, -3.45138E-06, -0.00001,  0.04976,  0.13309
10169, 7558, -14.22866,  2.94385,  90.92822,  0.96683,  0.08458, -1.00, -7.36874E-06, -0.00001,  0.04617,  0.13929
10170, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10171, 7558, -14.22866,  2.94385,  90.92822,  0.96683,  0.08458, -1.00, -7.36874E-06, -0.00001,  0.04617,  0.13929
10172, 7557, -14.22866,  1.62823,  92.07538,  0.95615,  0.09422, -1.00, -0.00002,  7.56157E-06,  0.04108,  0.1439
10173, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10174, 7557, -14.22866,  1.62823,  92.07538,  0.95615,  0.09422, -1.00, -0.00002,  7.56157E-06,  0.04108,  0.1439
10175, 7556, -14.2286,  1.00657,  93.85162,  0.94034,  0.09889, -1.00, -0.00002, -0.00006,  0.03353,  0.14612
10176, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10177, 7556, -14.2286,  1.00657,  93.85162,  0.94034,  0.09889, -1.00, -0.00002, -0.00006,  0.03353,  0.14612
10178, 7555, -14.22884,  0.86948,  95.63269,  0.92451,  0.09901, -1.00,  9.62753E-06, -0.00007,  0.02597,  0.14618
10179, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10180, 7555, -14.22884,  0.86948,  95.63269,  0.92451,  0.09901, -1.00,  9.62753E-06, -0.00007,  0.02597,  0.14618
10181, 7554, -14.22884,  1.57487,  97.23303,  0.91065,  0.09302, -1.00,  0.00002, -0.00001,  0.01935,  0.14332
10182, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10183, 7554, -14.22884,  1.57487,  97.23303,  0.91065,  0.09302, -1.00,  0.00002, -0.00001,  0.01935,  0.14332
10184, 7553, -14.22884,  2.90685,  98.5979,  0.89935,  0.08202, -1.00,  0.00001, -0.00002,  0.01395,  0.13807
10185, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10186, 7553, -14.22884,  2.90685,  98.5979,  0.89935,  0.08202, -1.00,  0.00001, -0.00002,  0.01395,  0.13807
10187, 7552, -14.22884,  4.77502,  99.2146,  0.89455,  0.06753, -1.00,  3.88391E-06, -0.00003,  0.01167,  0.13115
10188, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10189, 7552, -14.22884,  4.77502,  99.2146,  0.89455,  0.06753, -1.00,  3.88391E-06, -0.00003,  0.01167,  0.13115
10190, 7551, -14.22884,  6.7913,  99.15906,  0.89577,  0.05201, -1.00, -5.38674E-06, -0.00003,  0.01225,  0.12374
10191, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10192, 7551, -14.22884,  6.7913,  99.15906,  0.89577,  0.05201, -1.00, -5.38674E-06, -0.00003,  0.01225,  0.12374
10193, 7550, -14.22884,  8.64412,  98.40637,  0.90299,  0.03801, -1.00, -0.00001, -0.00002,  0.01569,  0.11705
10194, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10195, 7550, -14.22884,  8.64412,  98.40637,  0.90299,  0.03801, -1.00, -0.00001, -0.00002,  0.01569,  0.11705
10196, 7549, -14.22884,  10.0514,  97.07129,  0.91516,  0.02763, -1.00, -0.00002, -0.00001,  0.0215,  0.1121
10197, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10198, 7549, -14.22884,  10.0514,  97.07129,  0.91516,  0.02763, -1.00, -0.00002, -0.00001,  0.0215,  0.1121
10199, 7548, -14.22884,  10.79891,  95.35693,  0.93048,  0.0225, -1.00, -0.00002, -0.00006,  0.02882,  0.10965
10200, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10201, 7548, -14.22884,  10.79891,  95.35693,  0.93048,  0.0225, -1.00, -0.00002, -0.00006,  0.02882,  0.10965
10202, 7547, -14.22866,  10.77283,  93.52417,  0.94656,  0.02341, -1.00,  9.35458E-07, -0.00005,  0.0365,  0.11009
10203, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10204, 7547, -14.22866,  10.77283,  93.52417,  0.94656,  0.02341, -1.00,  9.35458E-07, -0.00005,  0.0365,  0.11009
10205, 7546, -14.22866,  9.97713,  91.85229,  0.96092,  0.0302, -1.00,  9.69768E-06, -7.23164E-06,  0.04335,  0.11333
10206, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10207, 7546, -14.22866,  9.97713,  91.85229,  0.96092,  0.0302, -1.00,  9.69768E-06, -7.23164E-06,  0.04335,  0.11333
10208, 7544, -14.22866,  8.53296,  90.59564,  0.97135,  0.04175, -1.00,  6.39156E-06, -0.00001,  0.04833,  0.11884
10209, 7545, -14.22872,  5.7176,  94.58026,  0.9355,  0.06207, -1.00, -2.38467E-06, -0.00002,  0.03122,  0.12854
10210, 7544, -14.22866,  8.53296,  90.59564,  0.97135,  0.04175, -1.00,  6.39156E-06, -0.00001,  0.04833,  0.11884
10211, 7543, -14.22866,  6.66018,  89.94574,  0.97631,  0.05615, -1.00,  1.70350E-06, -0.00001,  0.0507,  0.12571
10212, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10213, 11234, -14.22915,  6.66018, -67.47495,  0.97631,  0.05615, -1.00, -3.40671E-06,  0.00003,  0.20232,  0.18009
10214, 11250, -14.22915,  4.64391, -67.29892,  0.97433,  0.0716, -1.00,  6.90286E-06,  0.00003,  0.20138,  0.18747
10215, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10216, 11250, -14.22915,  4.64391, -67.29892,  0.97433,  0.0716, -1.00,  6.90286E-06,  0.00003,  0.20138,  0.18747
10217, 11249, -14.22915,  2.94385, -66.49246,  0.96683,  0.08458, -1.00,  0.00001,  0.00002,  0.19779,  0.19367
10218, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10219, 11249, -14.22915,  2.94385, -66.49246,  0.96683,  0.08458, -1.00,  0.00001,  0.00002,  0.19779,  0.19367
10220, 11248, -14.22915,  1.62823, -65.34549,  0.95615,  0.09422, -1.00,  3.24353E-06,  0.00004,  0.1927,  0.19827
10221, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10222, 11248, -14.22915,  1.62823, -65.34549,  0.95615,  0.09422, -1.00,  3.24353E-06,  0.00004,  0.1927,  0.19827
10223, 11247, -14.22903,  1.00657, -63.56924,  0.94034,  0.09889, -1.00, -2.14010E-06,  0.00001,  0.18515,  0.2005
10224, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10225, 11247, -14.22903,  1.00657, -63.56924,  0.94034,  0.09889, -1.00, -2.14010E-06,  0.00001,  0.18515,  0.2005
10226, 11246, -14.22909,  0.86948, -61.78806,  0.92451,  0.09901, -1.00,  8.46935E-06, -0.00002,  0.17758,  0.20056
10227, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10228, 11246, -14.22909,  0.86948, -61.78806,  0.92451,  0.09901, -1.00,  8.46935E-06, -0.00002,  0.17758,  0.20056
10229, 11245, -14.22909,  1.57487, -60.18784,  0.91065,  0.09302, -1.00,  0.00001, -6.92285E-06,  0.17097,  0.1977
10230, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10231, 11245, -14.22909,  1.57487, -60.18784,  0.91065,  0.09302, -1.00,  0.00001, -6.92285E-06,  0.17097,  0.1977
10232, 11244, -14.22909,  2.90685, -58.82272,  0.89935,  0.08202, -1.00,  0.00002, -1.60600E-06,  0.16557,  0.19244
10233, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10234, 11244, -14.22909,  2.90685, -58.82272,  0.89935,  0.08202, -1.00,  0.00002, -1.60600E-06,  0.16557,  0.19244
10235, 11243, -14.22903,  4.77502, -58.20627,  0.89455,  0.06753, -1.00,  0.00002,  3.23628E-06,  0.16328,  0.18552
10236, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10237, 11243, -14.22903,  4.77502, -58.20627,  0.89455,  0.06753, -1.00,  0.00002,  3.23628E-06,  0.16328,  0.18552
10238, 11242, -14.22903,  6.7913, -58.26181,  0.89577,  0.05201, -1.00, -0.00002,  3.58661E-06,  0.16386,  0.17811
10239, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10240, 11242, -14.22903,  6.7913, -58.26181,  0.89577,  0.05201, -1.00, -0.00002,  3.58661E-06,  0.16386,  0.17811
10241, 11241, -14.22909,  8.64412, -59.01425,  0.90299,  0.03801, -1.00, -0.00002, -1.56936E-06,  0.1673,  0.17142
10242, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10243, 11241, -14.22909,  8.64412, -59.01425,  0.90299,  0.03801, -1.00, -0.00002, -1.56936E-06,  0.1673,  0.17142
10244, 11240, -14.22909,  10.0514, -60.3494,  0.91516,  0.02763, -1.00, -0.00001, -6.93494E-06,  0.17312,  0.16647
10245, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10246, 11240, -14.22909,  10.0514, -60.3494,  0.91516,  0.02763, -1.00, -0.00001, -6.93494E-06,  0.17312,  0.16647
10247, 11239, -14.22909,  10.79891, -62.06393,  0.93048,  0.0225, -1.00, -0.00001, -2.28165E-06,  0.18043,  0.16402
10248, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10249, 11239, -14.22909,  10.79891, -62.06393,  0.93048,  0.0225, -1.00, -0.00001, -2.28165E-06,  0.18043,  0.16402
10250, 11238, -14.22909,  10.77283, -63.89651,  0.94656,  0.02341, -1.00, -8.11030E-06,  0.00002,  0.18811,  0.16445
10251, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10252, 11238, -14.22909,  10.77283, -63.89651,  0.94656,  0.02341, -1.00, -8.11030E-06,  0.00002,  0.18811,  0.16445
10253, 11237, -14.22915,  9.97713, -65.56845,  0.96092,  0.0302, -1.00, -9.91254E-06,  0.00003,  0.19497,  0.16769
10254, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10255, 11237, -14.22915,  9.97713, -65.56845,  0.96092,  0.0302, -1.00, -9.91254E-06,  0.00003,  0.19497,  0.16769
10256, 11235, -14.22915,  8.53296, -66.8251,  0.97135,  0.04175, -1.00, -0.00001,  0.00002,  0.19995,  0.17321
10257, 11236, -14.22903,  5.7176, -62.84048,  0.9355,  0.06207, -1.00, -8.87769E-07,  0.00001,  0.18283,  0.18292
10258, 11235, -14.22915,  8.53296, -66.8251,  0.97135,  0.04175, -1.00, -0.00001,  0.00002,  0.19995,  0.17321
10259, 11234, -14.22915,  6.66018, -67.47495,  0.97631,  0.05615, -1.00, -3.40671E-06,  0.00003,  0.20232,  0.18009
10260, 8039, -14.22903,  4.77502,  57.51953,  0.89455,  0.06753, -1.00,  0.00002, -3.23628E-06,  0.01674,  0.25176
10261, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10262, 8038, -14.22903,  6.7913,  57.57507,  0.89577,  0.05201, -1.00, -0.00002, -3.58661E-06,  0.01732,  0.24434
10263, 8038, -14.22903,  6.7913,  57.57507,  0.89577,  0.05201, -1.00, -0.00002, -3.58661E-06,  0.01732,  0.24434
10264, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10265, 8037, -14.22909,  8.64412,  58.32751,  0.90299,  0.03801, -1.00, -0.00002,  1.56936E-06,  0.02077,  0.23766
10266, 8040, -14.22909,  2.90685,  58.13599,  0.89935,  0.08202, -1.00,  0.00002,  1.60600E-06,  0.01903,  0.25868
10267, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10268, 8039, -14.22903,  4.77502,  57.51953,  0.89455,  0.06753, -1.00,  0.00002, -3.23628E-06,  0.01674,  0.25176
10269, 8041, -14.22909,  1.57487,  59.5011,  0.91065,  0.09302, -1.00,  0.00001,  6.92285E-06,  0.02443,  0.26393
10270, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10271, 8040, -14.22909,  2.90685,  58.13599,  0.89935,  0.08202, -1.00,  0.00002,  1.60600E-06,  0.01903,  0.25868
10272, 8042, -14.22909,  0.86948,  61.10132,  0.92451,  0.09901, -1.00,  8.46935E-06,  0.00002,  0.03105,  0.26679
10273, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10274, 8041, -14.22909,  1.57487,  59.5011,  0.91065,  0.09302, -1.00,  0.00001,  6.92285E-06,  0.02443,  0.26393
10275, 8043, -14.22903,  1.00657,  62.88251,  0.94034,  0.09889, -1.00, -2.14010E-06, -0.00001,  0.03861,  0.26673
10276, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10277, 8042, -14.22909,  0.86948,  61.10132,  0.92451,  0.09901, -1.00,  8.46935E-06,  0.00002,  0.03105,  0.26679
10278, 8044, -14.22915,  1.62823,  64.65875,  0.95615,  0.09422, -1.00,  3.24353E-06, -0.00004,  0.04616,  0.2645
10279, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10280, 8043, -14.22903,  1.00657,  62.88251,  0.94034,  0.09889, -1.00, -2.14010E-06, -0.00001,  0.03861,  0.26673
10281, 8045, -14.22915,  2.94385,  65.80573,  0.96683,  0.08458, -1.00,  0.00001, -0.00002,  0.05126,  0.2599
10282, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10283, 8044, -14.22915,  1.62823,  64.65875,  0.95615,  0.09422, -1.00,  3.24353E-06, -0.00004,  0.04616,  0.2645
10284, 8046, -14.22915,  4.64391,  66.61218,  0.97433,  0.0716, -1.00,  6.90285E-06, -0.00003,  0.05484,  0.2537
10285, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10286, 8045, -14.22915,  2.94385,  65.80573,  0.96683,  0.08458, -1.00,  0.00001, -0.00002,  0.05126,  0.2599
10287, 8030, -14.22915,  6.66018,  66.78821,  0.97631,  0.05615, -1.00, -3.40671E-06, -0.00003,  0.05579,  0.24632
10288, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10289, 8046, -14.22915,  4.64391,  66.61218,  0.97433,  0.0716, -1.00,  6.90285E-06, -0.00003,  0.05484,  0.2537
10290, 8032, -14.22915,  8.53296,  66.13837,  0.97135,  0.04175, -1.00, -0.00001, -0.00002,  0.05342,  0.23945
10291, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10292, 8030, -14.22915,  6.66018,  66.78821,  0.97631,  0.05615, -1.00, -3.40671E-06, -0.00003,  0.05579,  0.24632
10293, 8033, -14.22915,  9.97713,  64.88171,  0.96092,  0.0302, -1.00, -9.91254E-06, -0.00003,  0.04844,  0.23393
10294, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10295, 8032, -14.22915,  8.53296,  66.13837,  0.97135,  0.04175, -1.00, -0.00001, -0.00002,  0.05342,  0.23945
10296, 8034, -14.22909,  10.77283,  63.20978,  0.94656,  0.02341, -1.00, -8.11030E-06, -0.00002,  0.04158,  0.23069
10297, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10298, 8033, -14.22915,  9.97713,  64.88171,  0.96092,  0.0302, -1.00, -9.91254E-06, -0.00003,  0.04844,  0.23393
10299, 8035, -14.22909,  10.79891,  61.3772,  0.93048,  0.0225, -1.00, -0.00001,  2.28165E-06,  0.0339,  0.23025
10300, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10301, 8034, -14.22909,  10.77283,  63.20978,  0.94656,  0.02341, -1.00, -8.11030E-06, -0.00002,  0.04158,  0.23069
10302, 8036, -14.22909,  10.0514,  59.66266,  0.91516,  0.02763, -1.00, -0.00001,  6.93494E-06,  0.02658,  0.2327
10303, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10304, 8035, -14.22909,  10.79891,  61.3772,  0.93048,  0.0225, -1.00, -0.00001,  2.28165E-06,  0.0339,  0.23025
10305, 8037, -14.22909,  8.64412,  58.32751,  0.90299,  0.03801, -1.00, -0.00002,  1.56936E-06,  0.02077,  0.23766
10306, 8031, -14.22903,  5.7176,  62.15375,  0.9355,  0.06207, -1.00, -8.87771E-07, -0.00001,  0.0363,  0.24915
10307, 8036, -14.22909,  10.0514,  59.66266,  0.91516,  0.02763, -1.00, -0.00001,  6.93494E-06,  0.02658,  0.2327
10308, 9968,  15.70307,  5.72504, -61.0441,  0.72401,  0.21374,  0.99855, -0.00219,  0.05372,  0.12835,  0.01336
10309, 9970,  15.70307,  6.86867, -61.1575,  0.72579,  0.20532,  1.00,  0.00,  0.00,  0.12497,  0.01264
10310, 9971,  15.70307,  6.56884, -59.75174,  0.71209,  0.20532,  0.98822, -0.14894,  0.03515,  0.12497,  0.01814
10311, 9971,  15.70307,  6.56884, -59.75174,  0.71209,  0.20532,  0.98822, -0.14894,  0.03515,  0.12497,  0.01814
10312, 9967,  15.51698,  5.72898, -59.75443,  0.71165,  0.21374,  0.99725, -0.02487,  0.06975,  0.12835,  0.01832
10313, 9968,  15.70307,  5.72504, -61.0441,  0.72401,  0.21374,  0.99855, -0.00219,  0.05372,  0.12835,  0.01336
10314, 9966,  15.70307,  4.64897, -59.75699,  0.7118,  0.22328,  0.99164,  0.12391,  0.03594,  0.13218,  0.01826
10315, 9969,  15.70307,  4.98702, -61.16599,  0.7249,  0.22328,  1.00,  0.00,  0.00,  0.13218,  0.013
10316, 9968,  15.70307,  5.72504, -61.0441,  0.72401,  0.21374,  0.99855, -0.00219,  0.05372,  0.12835,  0.01336
10317, 9968,  15.70307,  5.72504, -61.0441,  0.72401,  0.21374,  0.99855, -0.00219,  0.05372,  0.12835,  0.01336
10318, 9967,  15.51698,  5.72898, -59.75443,  0.71165,  0.21374,  0.99725, -0.02487,  0.06975,  0.12835,  0.01832
10319, 9966,  15.70307,  4.64897, -59.75699,  0.7118,  0.22328,  0.99164,  0.12391,  0.03594,  0.13218,  0.01826
10320, 9972,  15.70307,  7.88174, -61.72043,  0.73301,  0.19624,  1.00,  0.00,  0.00,  0.12133,  0.00974
10321, 9971,  15.70307,  6.56884, -59.75174,  0.71209,  0.20532,  0.98822, -0.14894,  0.03515,  0.12497,  0.01814
10322, 9970,  15.70307,  6.86867, -61.1575,  0.72579,  0.20532,  1.00,  0.00,  0.00,  0.12497,  0.01264
10323, 9967,  15.51698,  5.72898, -59.75443,  0.71165,  0.21374,  0.99725, -0.02487,  0.06975,  0.12835,  0.01832
10324, 9971,  15.70307,  6.56884, -59.75174,  0.71209,  0.20532,  0.98822, -0.14894,  0.03515,  0.12497,  0.01814
10325, 9979,  15.70301,  6.51891, -58.28177,  0.69789,  0.20532,  0.97444, -0.22462, -0.00261,  0.12497,  0.02384
10326, 9966,  15.70307,  4.64897, -59.75699,  0.7118,  0.22328,  0.99164,  0.12391,  0.03594,  0.13218,  0.01826
10327, 9967,  15.51698,  5.72898, -59.75443,  0.71165,  0.21374,  0.99725, -0.02487,  0.06975,  0.12835,  0.01832
10328, 9978,  15.51691,  5.7299, -58.42111,  0.69789,  0.21374,  0.99954, -0.03033, -0.00198,  0.12835,  0.02384
10329, 9979,  15.70301,  6.51891, -58.28177,  0.69789,  0.20532,  0.97444, -0.22462, -0.00261,  0.12497,  0.02384
10330, 9978,  15.51691,  5.7299, -58.42111,  0.69789,  0.21374,  0.99954, -0.03033, -0.00198,  0.12835,  0.02384
10331, 9967,  15.51698,  5.72898, -59.75443,  0.71165,  0.21374,  0.99725, -0.02487,  0.06975,  0.12835,  0.01832
10332, 9978,  15.51691,  5.7299, -58.42111,  0.69789,  0.21374,  0.99954, -0.03033, -0.00198,  0.12835,  0.02384
10333, 9980,  15.70301,  4.70626, -58.28159,  0.69789,  0.22328,  0.98401,  0.17796, -0.00687,  0.13218,  0.02384
10334, 9966,  15.70307,  4.64897, -59.75699,  0.7118,  0.22328,  0.99164,  0.12391,  0.03594,  0.13218,  0.01826
10335, 9973,  15.70307,  4.21922, -61.47672,  0.72617,  0.23041,  1.00,  0.00,  0.00,  0.13504,  0.01249
10336, 9969,  15.70307,  4.98702, -61.16599,  0.7249,  0.22328,  1.00,  0.00,  0.00,  0.13218,  0.013
10337, 9966,  15.70307,  4.64897, -59.75699,  0.7118,  0.22328,  0.99164,  0.12391,  0.03594,  0.13218,  0.01826
10338, 11570, -15.69186,  5.72504, -61.0441,  0.72401,  0.21374, -0.99855, -0.00219,  0.05372,  0.13885,  0.17528
10339, 11571, -15.50576,  5.72898, -59.75443,  0.71165,  0.21374, -0.99725, -0.02487,  0.06975,  0.13885,  0.18024
10340, 11574, -15.69186,  6.56884, -59.75174,  0.71209,  0.20532, -0.98822, -0.14894,  0.03515,  0.13547,  0.18006
10341, 11574, -15.69186,  6.56884, -59.75174,  0.71209,  0.20532, -0.98822, -0.14894,  0.03515,  0.13547,  0.18006
10342, 11572, -15.69186,  6.86867, -61.1575,  0.72579,  0.20532, -1.00,  0.00,  0.00,  0.13547,  0.17456
10343, 11570, -15.69186,  5.72504, -61.0441,  0.72401,  0.21374, -0.99855, -0.00219,  0.05372,  0.13885,  0.17528
10344, 11568, -15.69186,  4.64897, -59.75699,  0.7118,  0.22328, -0.99164,  0.12391,  0.03594,  0.14268,  0.18018
10345, 11571, -15.50576,  5.72898, -59.75443,  0.71165,  0.21374, -0.99725, -0.02487,  0.06975,  0.13885,  0.18024
10346, 11570, -15.69186,  5.72504, -61.0441,  0.72401,  0.21374, -0.99855, -0.00219,  0.05372,  0.13885,  0.17528
10347, 11570, -15.69186,  5.72504, -61.0441,  0.72401,  0.21374, -0.99855, -0.00219,  0.05372,  0.13885,  0.17528
10348, 11569, -15.69186,  4.98702, -61.16599,  0.7249,  0.22328, -1.00,  0.00,  0.00,  0.14268,  0.17492
10349, 11568, -15.69186,  4.64897, -59.75699,  0.7118,  0.22328, -0.99164,  0.12391,  0.03594,  0.14268,  0.18018
10350, 11571, -15.50576,  5.72898, -59.75443,  0.71165,  0.21374, -0.99725, -0.02487,  0.06975,  0.13885,  0.18024
10351, 11581, -15.5057,  5.72989, -58.42111,  0.69789,  0.21374, -0.99954, -0.03033, -0.00198,  0.13885,  0.18576
10352, 11580, -15.6918,  6.51891, -58.28177,  0.69789,  0.20532, -0.97444, -0.22462, -0.00261,  0.13547,  0.18576
10353, 11580, -15.6918,  6.51891, -58.28177,  0.69789,  0.20532, -0.97444, -0.22462, -0.00261,  0.13547,  0.18576
10354, 11574, -15.69186,  6.56884, -59.75174,  0.71209,  0.20532, -0.98822, -0.14894,  0.03515,  0.13547,  0.18006
10355, 11571, -15.50576,  5.72898, -59.75443,  0.71165,  0.21374, -0.99725, -0.02487,  0.06975,  0.13885,  0.18024
10356, 11581, -15.5057,  5.72989, -58.42111,  0.69789,  0.21374, -0.99954, -0.03033, -0.00198,  0.13885,  0.18576
10357, 11571, -15.50576,  5.72898, -59.75443,  0.71165,  0.21374, -0.99725, -0.02487,  0.06975,  0.13885,  0.18024
10358, 11568, -15.69186,  4.64897, -59.75699,  0.7118,  0.22328, -0.99164,  0.12391,  0.03594,  0.14268,  0.18018
10359, 11574, -15.69186,  6.56884, -59.75174,  0.71209,  0.20532, -0.98822, -0.14894,  0.03515,  0.13547,  0.18006
10360, 11573, -15.69186,  7.88173, -61.72043,  0.73301,  0.19624, -1.00,  0.00,  0.00,  0.13183,  0.17167
10361, 11572, -15.69186,  6.86867, -61.1575,  0.72579,  0.20532, -1.00,  0.00,  0.00,  0.13547,  0.17456
10362, 11568, -15.69186,  4.64897, -59.75699,  0.7118,  0.22328, -0.99164,  0.12391,  0.03594,  0.14268,  0.18018
10363, 11582, -15.6918,  4.70626, -58.28159,  0.69789,  0.22328, -0.98401,  0.17796, -0.00687,  0.14268,  0.18576
10364, 11581, -15.5057,  5.72989, -58.42111,  0.69789,  0.21374, -0.99954, -0.03033, -0.00198,  0.13885,  0.18576
10365, 11569, -15.69186,  4.98702, -61.16599,  0.7249,  0.22328, -1.00,  0.00,  0.00,  0.14268,  0.17492
10366, 11575, -15.69186,  4.21922, -61.47672,  0.72617,  0.23041, -1.00,  0.00,  0.00,  0.14554,  0.17441
