VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD3.x, TEXCOORD3.y
0, 5307,  21.43882,  41.67336,  104.76564,  0.58506,  0.22351,  2.09172E-06,  0.02845, -0.9996,  0.41167,  0.01646
1, 5310,  21.45261,  41.43531,  104.75887,  0.59161,  0.22351, -1.10038E-06,  0.02845, -0.9996,  0.41278,  0.01646
2, 5309,  21.3715,  41.43531,  104.75887,  0.58979,  0.2219, -2.78842E-07,  0.02845, -0.9996,  0.41247,  0.01619
3, 5309,  21.3715,  41.43531,  104.75887,  0.58979,  0.2219, -2.78842E-07,  0.02845, -0.9996,  0.41247,  0.01619
4, 5308,  21.3577,  41.67336,  104.76564,  0.58713,  0.2219,  2.91320E-06,  0.02845, -0.9996,  0.41202,  0.01619
5, 5307,  21.43882,  41.67336,  104.76564,  0.58506,  0.22351,  2.09172E-06,  0.02845, -0.9996,  0.41167,  0.01646
6, 4871, -21.43151,  41.67336,  104.76563,  0.58506,  0.22351, -1.61670E-06,  0.02845, -0.9996,  0.96752,  0.28962
7, 4874, -21.3504,  41.67336,  104.76563,  0.58713,  0.2219, -2.43817E-06,  0.02845, -0.9996,  0.96787,  0.28935
8, 4873, -21.36419,  41.43531,  104.75885,  0.58979,  0.2219,  7.53869E-07,  0.02845, -0.9996,  0.96832,  0.28935
9, 4873, -21.36419,  41.43531,  104.75885,  0.58979,  0.2219,  7.53869E-07,  0.02845, -0.9996,  0.96832,  0.28935
10, 4872, -21.4453,  41.43531,  104.75885,  0.59161,  0.22351,  1.57541E-06,  0.02845, -0.9996,  0.96863,  0.28962
11, 4871, -21.43151,  41.67336,  104.76563,  0.58506,  0.22351, -1.61670E-06,  0.02845, -0.9996,  0.96752,  0.28962
12, 5086,  21.36225,  40.85807, -104.03287,  0.57696,  0.2307, -3.01290E-07,  0.00113,  1.00,  0.75801,  0.0913
13, 5106,  21.3866,  40.51062, -104.03067,  0.58506,  0.2307, -2.21636E-07,  0.00997,  0.99995,  0.75952,  0.0913
14, 5105,  21.46766,  40.51062, -104.03067,  0.58506,  0.22898, -2.81131E-07,  0.01024,  0.99995,  0.75952,  0.09098
15, 5111,  21.50941,  39.50861, -104.01675,  0.59826,  0.22898,  3.80533E-07,  0.01389,  0.9999,  0.76199,  0.09098
16, 5105,  21.46766,  40.51062, -104.03067,  0.58506,  0.22898, -2.81131E-07,  0.01024,  0.99995,  0.75952,  0.09098
17, 5106,  21.3866,  40.51062, -104.03067,  0.58506,  0.2307, -2.21636E-07,  0.00997,  0.99995,  0.75952,  0.0913
18, 5105,  21.46766,  40.51062, -104.03067,  0.58506,  0.22898, -2.81131E-07,  0.01024,  0.99995,  0.75952,  0.09098
19, 5085,  21.44331,  40.85808, -104.03287,  0.57696,  0.22898, -3.77665E-07,  0.00148,  1.00,  0.75801,  0.09098
20, 5086,  21.36225,  40.85807, -104.03287,  0.57696,  0.2307, -3.01290E-07,  0.00113,  1.00,  0.75801,  0.0913
21, 5087,  21.31586,  41.97692, -104.02872,  0.56213,  0.2307,  1.10669E-07, -0.00371,  0.99999,  0.75524,  0.0913
22, 5086,  21.36225,  40.85807, -104.03287,  0.57696,  0.2307, -3.01290E-07,  0.00113,  1.00,  0.75801,  0.0913
23, 5085,  21.44331,  40.85808, -104.03287,  0.57696,  0.22898, -3.77665E-07,  0.00148,  1.00,  0.75801,  0.09098
24, 5085,  21.44331,  40.85808, -104.03287,  0.57696,  0.22898, -3.77665E-07,  0.00148,  1.00,  0.75801,  0.09098
25, 5088,  21.39704,  41.97693, -104.02872,  0.56383,  0.22898,  1.10644E-07, -0.00371,  0.99999,  0.75555,  0.09098
26, 5087,  21.31586,  41.97692, -104.02872,  0.56213,  0.2307,  1.10669E-07, -0.00371,  0.99999,  0.75524,  0.0913
27, 5106,  21.3866,  40.51062, -104.03067,  0.58506,  0.2307, -2.21636E-07,  0.00997,  0.99995,  0.75952,  0.0913
28, 5112,  21.42829,  39.50861, -104.01675,  0.60019,  0.2307,  4.14829E-07,  0.01389,  0.9999,  0.76236,  0.0913
29, 5111,  21.50941,  39.50861, -104.01675,  0.59826,  0.22898,  3.80533E-07,  0.01389,  0.9999,  0.76199,  0.09098
30, 5339,  21.42622,  41.95714,  103.90059,  0.57696,  0.20518, -5.13701E-06, -0.04885, -0.99881,  0.4103,  0.01336
31, 5342,  21.44123,  41.66758,  103.91475,  0.58506,  0.20518, -8.94984E-06, -0.04885, -0.99881,  0.41167,  0.01336
32, 5341,  21.36012,  41.6676,  103.91475,  0.58713,  0.20343, -8.16864E-06, -0.04885, -0.99881,  0.41202,  0.01306
33, 5341,  21.36012,  41.6676,  103.91475,  0.58713,  0.20343, -8.16864E-06, -0.04885, -0.99881,  0.41202,  0.01306
34, 5340,  21.3451,  41.95715,  103.90059,  0.57518,  0.20343, -4.35576E-06, -0.04885, -0.99881,  0.40999,  0.01306
35, 5339,  21.42622,  41.95714,  103.90059,  0.57696,  0.20518, -5.13701E-06, -0.04885, -0.99881,  0.4103,  0.01336
36, 4903, -21.41894,  41.95714,  103.90057,  0.57696,  0.20518,  5.61405E-06, -0.04885, -0.99881,  0.96614,  0.28652
37, 4906, -21.33782,  41.95715,  103.90057,  0.57518,  0.20343,  4.83280E-06, -0.04885, -0.99881,  0.96584,  0.28622
38, 4905, -21.35284,  41.6676,  103.91473,  0.58713,  0.20343,  8.64568E-06, -0.04885, -0.99881,  0.96787,  0.28622
39, 4905, -21.35284,  41.6676,  103.91473,  0.58713,  0.20343,  8.64568E-06, -0.04885, -0.99881,  0.96787,  0.28622
40, 4904, -21.43395,  41.66758,  103.91473,  0.58506,  0.20518,  9.42688E-06, -0.04885, -0.99881,  0.96752,  0.28652
41, 4903, -21.41894,  41.95714,  103.90057,  0.57696,  0.20518,  5.61405E-06, -0.04885, -0.99881,  0.96614,  0.28652
42, 5319,  21.46046,  41.39111,  103.84383,  0.59161,  0.20518,  9.51911E-07, -0.01518, -0.99988,  0.41278,  0.01336
43, 5322,  21.4762,  41.09753,  103.84828,  0.59826,  0.20518,  9.51911E-07, -0.01518, -0.99988,  0.4139,  0.01336
44, 5321,  21.39509,  41.09753,  103.84828,  0.60019,  0.20343,  9.51911E-07, -0.01518, -0.99988,  0.41423,  0.01306
45, 5321,  21.39509,  41.09753,  103.84828,  0.60019,  0.20343,  9.51911E-07, -0.01518, -0.99988,  0.41423,  0.01306
46, 5320,  21.37934,  41.39111,  103.84383,  0.58979,  0.20343,  9.51911E-07, -0.01518, -0.99988,  0.41247,  0.01306
47, 5319,  21.46046,  41.39111,  103.84383,  0.59161,  0.20518,  9.51911E-07, -0.01518, -0.99988,  0.41278,  0.01336
48, 4883, -21.45318,  41.39111,  103.84381,  0.59161,  0.20518, -4.75396E-07, -0.01518, -0.99988,  0.96863,  0.28652
49, 4886, -21.37206,  41.39111,  103.84381,  0.58979,  0.20343, -4.75396E-07, -0.01518, -0.99988,  0.96832,  0.28622
50, 4885, -21.38781,  41.09753,  103.84827,  0.60019,  0.20343, -4.75396E-07, -0.01518, -0.99988,  0.97008,  0.28622
51, 4885, -21.38781,  41.09753,  103.84827,  0.60019,  0.20343, -4.75396E-07, -0.01518, -0.99988,  0.97008,  0.28622
52, 4884, -21.46893,  41.09753,  103.84827,  0.59826,  0.20518, -4.75396E-07, -0.01518, -0.99988,  0.96975,  0.28652
53, 4883, -21.45318,  41.39111,  103.84381,  0.59161,  0.20518, -4.75396E-07, -0.01518, -0.99988,  0.96863,  0.28652
54, 5299,  21.39686,  42.52832,  103.87184,  0.56383,  0.20518, -3.33289E-08, -0.00405, -0.99999,  0.40807,  0.01336
55, 5302,  21.41084,  42.27187,  103.87288,  0.57025,  0.20518,  4.28243E-07, -0.00405, -0.99999,  0.40916,  0.01336
56, 5301,  21.32966,  42.27187,  103.87288,  0.57217,  0.20343,  3.19204E-07, -0.00405, -0.99999,  0.40948,  0.01306
57, 5301,  21.32966,  42.27187,  103.87288,  0.57217,  0.20343,  3.19204E-07, -0.00405, -0.99999,  0.40948,  0.01306
58, 5300,  21.31574,  42.52832,  103.87184,  0.56213,  0.20343, -1.42426E-07, -0.00405, -0.99999,  0.40778,  0.01306
59, 5299,  21.39686,  42.52832,  103.87184,  0.56383,  0.20518, -3.33289E-08, -0.00405, -0.99999,  0.40807,  0.01336
60, 4863, -21.38958,  42.52832,  103.87183,  0.56383,  0.20518,  5.09550E-07, -0.00405, -0.99999,  0.96392,  0.28652
61, 4866, -21.30846,  42.52832,  103.87183,  0.56213,  0.20343,  6.18647E-07, -0.00405, -0.99999,  0.96363,  0.28622
62, 4865, -21.32238,  42.27187,  103.87286,  0.57217,  0.20343,  1.57017E-07, -0.00405, -0.99999,  0.96533,  0.28622
63, 4865, -21.32238,  42.27187,  103.87286,  0.57217,  0.20343,  1.57017E-07, -0.00405, -0.99999,  0.96533,  0.28622
64, 4864, -21.40356,  42.27187,  103.87286,  0.57025,  0.20518,  4.79785E-08, -0.00405, -0.99999,  0.96501,  0.28652
65, 4863, -21.38958,  42.52832,  103.87183,  0.56383,  0.20518,  5.09550E-07, -0.00405, -0.99999,  0.96392,  0.28652
66, 4529, -21.70538,  38.21583, -103.12039,  0.92084,  0.56644, -2.81287E-07,  0.01803,  0.99984,  0.86754,  0.01047
67, 4532, -21.45184,  38.21583, -103.12039,  0.92084,  0.56291, -2.61428E-07,  0.01762,  0.99984,  0.86754,  0.00945
68, 4531, -21.4323,  38.49488, -103.12393,  0.92359,  0.56291, -3.86423E-07,  0.01266,  0.99992,  0.86833,  0.00945
69, 4530, -21.68584,  38.49488, -103.12393,  0.92359,  0.56644, -4.56609E-07,  0.01266,  0.99992,  0.86833,  0.01047
70, 4531, -21.4323,  38.49488, -103.12393,  0.92359,  0.56291, -3.86423E-07,  0.01266,  0.99992,  0.86833,  0.00945
71, 4524, -21.37737,  38.97808, -103.13004,  0.93404,  0.56291, -4.54012E-07,  0.0081,  0.99997,  0.87133,  0.00945
72, 4531, -21.4323,  38.49488, -103.12393,  0.92359,  0.56291, -3.86423E-07,  0.01266,  0.99992,  0.86833,  0.00945
73, 4530, -21.68584,  38.49488, -103.12393,  0.92359,  0.56644, -4.56609E-07,  0.01266,  0.99992,  0.86833,  0.01047
74, 4529, -21.70538,  38.21583, -103.12039,  0.92084,  0.56644, -2.81287E-07,  0.01803,  0.99984,  0.86754,  0.01047
75, 4532, -21.45184,  38.21583, -103.12039,  0.92084,  0.56291, -2.61428E-07,  0.01762,  0.99984,  0.86754,  0.00945
76, 4529, -21.70538,  38.21583, -103.12039,  0.92084,  0.56644, -2.81287E-07,  0.01803,  0.99984,  0.86754,  0.01047
77, 4535, -21.77081,  37.05213, -103.09366,  0.90794,  0.56644, -5.86246E-07,  0.02465,  0.9997,  0.86384,  0.01047
78, 4535, -21.77081,  37.05213, -103.09366,  0.90794,  0.56644, -5.86246E-07,  0.02465,  0.9997,  0.86384,  0.01047
79, 4536, -21.51739,  37.05213, -103.09366,  0.90794,  0.56291, -2.24227E-07,  0.02451,  0.9997,  0.86384,  0.00945
80, 4532, -21.45184,  38.21583, -103.12039,  0.92084,  0.56291, -2.61428E-07,  0.01762,  0.99984,  0.86754,  0.00945
81, 4536, -21.51739,  37.05213, -103.09366,  0.90794,  0.56291, -2.24227E-07,  0.02451,  0.9997,  0.86384,  0.00945
82, 4535, -21.77081,  37.05213, -103.09366,  0.90794,  0.56644, -5.86246E-07,  0.02465,  0.9997,  0.86384,  0.01047
83, 4539, -21.78924,  36.80521, -103.08719,  0.90554,  0.56644,  9.57971E-07,  0.03491,  0.99939,  0.86316,  0.01047
84, 4539, -21.78924,  36.80521, -103.08719,  0.90554,  0.56644,  9.57971E-07,  0.03491,  0.99939,  0.86316,  0.01047
85, 4540, -21.53582,  36.8052, -103.08719,  0.90554,  0.56291,  1.30119E-06,  0.03409,  0.99942,  0.86316,  0.00945
86, 4536, -21.51739,  37.05213, -103.09366,  0.90794,  0.56291, -2.24227E-07,  0.02451,  0.9997,  0.86384,  0.00945
87, 4540, -21.53582,  36.8052, -103.08719,  0.90554,  0.56291,  1.30119E-06,  0.03409,  0.99942,  0.86316,  0.00945
88, 4539, -21.78924,  36.80521, -103.08719,  0.90554,  0.56644,  9.57971E-07,  0.03491,  0.99939,  0.86316,  0.01047
89, 4541, -21.99822,  34.21021, -102.97598,  0.87687,  0.56644,  1.69410E-06,  0.04281,  0.99908,  0.85493,  0.01047
90, 4541, -21.99822,  34.21021, -102.97598,  0.87687,  0.56644,  1.69410E-06,  0.04281,  0.99908,  0.85493,  0.01047
91, 4542, -21.74468,  34.2102, -102.97598,  0.87687,  0.56291,  1.69404E-06,  0.04281,  0.99908,  0.85493,  0.00945
92, 4540, -21.53582,  36.8052, -103.08719,  0.90554,  0.56291,  1.30119E-06,  0.03409,  0.99942,  0.86316,  0.00945
93, 4523, -21.63085,  38.97807, -103.13004,  0.93404,  0.56644, -4.69055E-07,  0.00859,  0.99996,  0.87133,  0.01047
94, 4524, -21.37737,  38.97808, -103.13004,  0.93404,  0.56291, -4.54012E-07,  0.0081,  0.99997,  0.87133,  0.00945
95, 4506, -21.35931,  39.24823, -103.13113,  0.9374,  0.56291, -2.66271E-07, -0.0003,  1.00,  0.8723,  0.00945
96, 4524, -21.37737,  38.97808, -103.13004,  0.93404,  0.56291, -4.54012E-07,  0.0081,  0.99997,  0.87133,  0.00945
97, 4523, -21.63085,  38.97807, -103.13004,  0.93404,  0.56644, -4.69055E-07,  0.00859,  0.99996,  0.87133,  0.01047
98, 4530, -21.68584,  38.49488, -103.12393,  0.92359,  0.56644, -4.56609E-07,  0.01266,  0.99992,  0.86833,  0.01047
99, 4506, -21.35931,  39.24823, -103.13113,  0.9374,  0.56291, -2.66271E-07, -0.0003,  1.00,  0.8723,  0.00945
100, 4503, -21.61279,  39.24823, -103.13113,  0.9374,  0.56644, -2.41197E-07,  0.00002,  1.00,  0.8723,  0.01047
101, 4523, -21.63085,  38.97807, -103.13004,  0.93404,  0.56644, -4.69055E-07,  0.00859,  0.99996,  0.87133,  0.01047
102, 4503, -21.61279,  39.24823, -103.13113,  0.9374,  0.56644, -2.41197E-07,  0.00002,  1.00,  0.8723,  0.01047
103, 4506, -21.35931,  39.24823, -103.13113,  0.9374,  0.56291, -2.66271E-07, -0.0003,  1.00,  0.8723,  0.00945
104, 4505, -21.18462,  42.56041, -103.11673,  0.97034,  0.56291, -3.62303E-07, -0.00435,  0.99999,  0.88175,  0.00945
105, 4505, -21.18462,  42.56041, -103.11673,  0.97034,  0.56291, -3.62303E-07, -0.00435,  0.99999,  0.88175,  0.00945
106, 4504, -21.43816,  42.56041, -103.11673,  0.97034,  0.56647, -3.68843E-07, -0.00435,  0.99999,  0.88175,  0.01047
107, 4503, -21.61279,  39.24823, -103.13113,  0.9374,  0.56644, -2.41197E-07,  0.00002,  1.00,  0.8723,  0.01047
108, 4940,  21.35529,  39.24823, -103.13113,  0.9374,  0.56291, -2.09819E-07, -0.0003,  1.00,  0.38455,  0.05855
109, 4960,  21.37336,  38.97808, -103.13004,  0.93404,  0.56291, -2.23227E-08,  0.0081,  0.99997,  0.38358,  0.05855
110, 4959,  21.62684,  38.97807, -103.13004,  0.93404,  0.56644, -7.29258E-09,  0.00859,  0.99996,  0.38358,  0.05956
111, 4968,  21.68183,  38.49488, -103.12393,  0.92359,  0.56644, -1.98441E-08,  0.01266,  0.99992,  0.38058,  0.05956
112, 4959,  21.62684,  38.97807, -103.13004,  0.93404,  0.56644, -7.29258E-09,  0.00859,  0.99996,  0.38358,  0.05956
113, 4960,  21.37336,  38.97808, -103.13004,  0.93404,  0.56291, -2.23227E-08,  0.0081,  0.99997,  0.38358,  0.05855
114, 4959,  21.62684,  38.97807, -103.13004,  0.93404,  0.56644, -7.29258E-09,  0.00859,  0.99996,  0.38358,  0.05956
115, 4939,  21.60877,  39.24823, -103.13113,  0.9374,  0.56644, -2.34903E-07,  0.00002,  1.00,  0.38455,  0.05956
116, 4940,  21.35529,  39.24823, -103.13113,  0.9374,  0.56291, -2.09819E-07, -0.0003,  1.00,  0.38455,  0.05855
117, 4941,  21.18061,  42.56041, -103.11673,  0.97034,  0.56291, -1.13657E-07, -0.00435,  0.99999,  0.394,  0.05855
118, 4940,  21.35529,  39.24823, -103.13113,  0.9374,  0.56291, -2.09819E-07, -0.0003,  1.00,  0.38455,  0.05855
119, 4939,  21.60877,  39.24823, -103.13113,  0.9374,  0.56644, -2.34903E-07,  0.00002,  1.00,  0.38455,  0.05956
120, 4939,  21.60877,  39.24823, -103.13113,  0.9374,  0.56644, -2.34903E-07,  0.00002,  1.00,  0.38455,  0.05956
121, 4942,  21.43415,  42.56041, -103.11673,  0.97034,  0.56647, -1.07118E-07, -0.00435,  0.99999,  0.394,  0.05957
122, 4941,  21.18061,  42.56041, -103.11673,  0.97034,  0.56291, -1.13657E-07, -0.00435,  0.99999,  0.394,  0.05855
123, 4960,  21.37336,  38.97808, -103.13004,  0.93404,  0.56291, -2.23227E-08,  0.0081,  0.99997,  0.38358,  0.05855
124, 4967,  21.42829,  38.49488, -103.12393,  0.92359,  0.56291, -9.00305E-08,  0.01266,  0.99992,  0.38058,  0.05855
125, 4968,  21.68183,  38.49488, -103.12393,  0.92359,  0.56644, -1.98441E-08,  0.01266,  0.99992,  0.38058,  0.05956
126, 4965,  21.70136,  38.21583, -103.12039,  0.92084,  0.56644, -1.95293E-07,  0.01803,  0.99984,  0.37979,  0.05956
127, 4968,  21.68183,  38.49488, -103.12393,  0.92359,  0.56644, -1.98441E-08,  0.01266,  0.99992,  0.38058,  0.05956
128, 4967,  21.42829,  38.49488, -103.12393,  0.92359,  0.56291, -9.00305E-08,  0.01266,  0.99992,  0.38058,  0.05855
129, 4967,  21.42829,  38.49488, -103.12393,  0.92359,  0.56291, -9.00305E-08,  0.01266,  0.99992,  0.38058,  0.05855
130, 4966,  21.44782,  38.21583, -103.12039,  0.92084,  0.56291, -2.15143E-07,  0.01762,  0.99984,  0.37979,  0.05855
131, 4965,  21.70136,  38.21583, -103.12039,  0.92084,  0.56644, -1.95293E-07,  0.01803,  0.99984,  0.37979,  0.05956
132, 4971,  21.76679,  37.05213, -103.09366,  0.90794,  0.56644,  1.09527E-07,  0.02465,  0.9997,  0.3761,  0.05956
133, 4965,  21.70136,  38.21583, -103.12039,  0.92084,  0.56644, -1.95293E-07,  0.01803,  0.99984,  0.37979,  0.05956
134, 4966,  21.44782,  38.21583, -103.12039,  0.92084,  0.56291, -2.15143E-07,  0.01762,  0.99984,  0.37979,  0.05855
135, 4966,  21.44782,  38.21583, -103.12039,  0.92084,  0.56291, -2.15143E-07,  0.01762,  0.99984,  0.37979,  0.05855
136, 4972,  21.51337,  37.05213, -103.09366,  0.90794,  0.56291, -2.52488E-07,  0.02451,  0.9997,  0.3761,  0.05855
137, 4971,  21.76679,  37.05213, -103.09366,  0.90794,  0.56644,  1.09527E-07,  0.02465,  0.9997,  0.3761,  0.05956
138, 4975,  21.78522,  36.80521, -103.08719,  0.90554,  0.56644, -1.43486E-06,  0.03491,  0.99939,  0.37541,  0.05956
139, 4971,  21.76679,  37.05213, -103.09366,  0.90794,  0.56644,  1.09527E-07,  0.02465,  0.9997,  0.3761,  0.05956
140, 4972,  21.51337,  37.05213, -103.09366,  0.90794,  0.56291, -2.52488E-07,  0.02451,  0.9997,  0.3761,  0.05855
141, 4972,  21.51337,  37.05213, -103.09366,  0.90794,  0.56291, -2.52488E-07,  0.02451,  0.9997,  0.3761,  0.05855
142, 4976,  21.53181,  36.8052, -103.08719,  0.90554,  0.56291, -1.77807E-06,  0.03409,  0.99942,  0.37541,  0.05855
143, 4975,  21.78522,  36.80521, -103.08719,  0.90554,  0.56644, -1.43486E-06,  0.03491,  0.99939,  0.37541,  0.05956
144, 4977,  21.99421,  34.21021, -102.97598,  0.87687,  0.56644, -2.17108E-06,  0.04281,  0.99908,  0.36718,  0.05956
145, 4975,  21.78522,  36.80521, -103.08719,  0.90554,  0.56644, -1.43486E-06,  0.03491,  0.99939,  0.37541,  0.05956
146, 4976,  21.53181,  36.8052, -103.08719,  0.90554,  0.56291, -1.77807E-06,  0.03409,  0.99942,  0.37541,  0.05855
147, 4976,  21.53181,  36.8052, -103.08719,  0.90554,  0.56291, -1.77807E-06,  0.03409,  0.99942,  0.37541,  0.05855
148, 4978,  21.74067,  34.2102, -102.97598,  0.87687,  0.56291, -2.17102E-06,  0.04281,  0.99908,  0.36718,  0.05855
149, 4977,  21.99421,  34.21021, -102.97598,  0.87687,  0.56644, -2.17108E-06,  0.04281,  0.99908,  0.36718,  0.05956
150, 5186,  21.45573,  38.33299,  102.89925,  0.90554,  0.60648,  3.32254E-07, -0.00873, -0.99996,  0.22129,  0.02032
151, 5207,  21.44364,  38.53242,  102.8976,  0.90794,  0.60648,  2.38178E-07, -0.00892, -0.99996,  0.222,  0.02032
152, 5208,  21.69718,  38.53242,  102.8976,  0.90794,  0.6023,  2.75399E-07, -0.00887, -0.99996,  0.222,  0.01908
153, 5205,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  7.65974E-06, -0.00934, -0.99996,  0.22582,  0.01908
154, 5208,  21.69718,  38.53242,  102.8976,  0.90794,  0.6023,  2.75399E-07, -0.00887, -0.99996,  0.222,  0.01908
155, 5207,  21.44364,  38.53242,  102.8976,  0.90794,  0.60648,  2.38178E-07, -0.00892, -0.99996,  0.222,  0.02032
156, 5208,  21.69718,  38.53242,  102.8976,  0.90794,  0.6023,  2.75399E-07, -0.00887, -0.99996,  0.222,  0.01908
157, 5185,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  3.56838E-07, -0.00877, -0.99996,  0.22129,  0.01908
158, 5186,  21.45573,  38.33299,  102.89925,  0.90554,  0.60648,  3.32254E-07, -0.00873, -0.99996,  0.22129,  0.02032
159, 5187,  21.61674,  35.8019,  102.92262,  0.87687,  0.60648, -1.41993E-08, -0.00924, -0.99996,  0.21282,  0.02032
160, 5186,  21.45573,  38.33299,  102.89925,  0.90554,  0.60648,  3.32254E-07, -0.00873, -0.99996,  0.22129,  0.02032
161, 5185,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  3.56838E-07, -0.00877, -0.99996,  0.22129,  0.01908
162, 5185,  21.70927,  38.333,  102.89925,  0.90554,  0.6023,  3.56838E-07, -0.00877, -0.99996,  0.22129,  0.01908
163, 5188,  21.87028,  35.8019,  102.92262,  0.87687,  0.6023, -3.97216E-08, -0.00924, -0.99996,  0.21282,  0.01908
164, 5187,  21.61674,  35.8019,  102.92262,  0.87687,  0.60648, -1.41993E-08, -0.00924, -0.99996,  0.21282,  0.02032
165, 5207,  21.44364,  38.53242,  102.8976,  0.90794,  0.60648,  2.38178E-07, -0.00892, -0.99996,  0.222,  0.02032
166, 5206,  21.382,  39.57085,  102.88771,  0.92084,  0.60648,  2.38184E-07, -0.00933, -0.99996,  0.22582,  0.02032
167, 5205,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  7.65974E-06, -0.00934, -0.99996,  0.22582,  0.01908
168, 5198,  21.3679,  39.8175,  102.88545,  0.92548,  0.60607,  0.00002, -0.00909, -0.99996,  0.22719,  0.0202
169, 5195,  21.62138,  39.81835,  102.88545,  0.9241,  0.6023,  0.00003, -0.00908, -0.99996,  0.22678,  0.01908
170, 5205,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  7.65974E-06, -0.00934, -0.99996,  0.22582,  0.01908
171, 5205,  21.63554,  39.57085,  102.88771,  0.92084,  0.6023,  7.65974E-06, -0.00934, -0.99996,  0.22582,  0.01908
172, 5206,  21.382,  39.57085,  102.88771,  0.92084,  0.60648,  2.38184E-07, -0.00933, -0.99996,  0.22582,  0.02032
173, 5198,  21.3679,  39.8175,  102.88545,  0.92548,  0.60607,  0.00002, -0.00909, -0.99996,  0.22719,  0.0202
174, 5195,  21.62138,  39.81835,  102.88545,  0.9241,  0.6023,  0.00003, -0.00908, -0.99996,  0.22678,  0.01908
175, 5198,  21.3679,  39.8175,  102.88545,  0.92548,  0.60607,  0.00002, -0.00909, -0.99996,  0.22719,  0.0202
176, 5197,  21.32462,  40.57374,  102.87862,  0.93404,  0.60648,  3.59921E-06, -0.00909, -0.99996,  0.22972,  0.02032
177, 5197,  21.32462,  40.57374,  102.87862,  0.93404,  0.60648,  3.59921E-06, -0.00909, -0.99996,  0.22972,  0.02032
178, 5196,  21.57816,  40.57375,  102.87862,  0.93404,  0.6023,  5.11684E-07, -0.00909, -0.99996,  0.22972,  0.01908
179, 5195,  21.62138,  39.81835,  102.88545,  0.9241,  0.6023,  0.00003, -0.00908, -0.99996,  0.22678,  0.01908
180, 5192,  21.56565,  40.80767,  102.87648,  0.93744,  0.6023,  3.34620E-07, -0.00912, -0.99996,  0.23072,  0.01908
181, 5196,  21.57816,  40.57375,  102.87862,  0.93404,  0.6023,  5.11684E-07, -0.00909, -0.99996,  0.22972,  0.01908
182, 5197,  21.32462,  40.57374,  102.87862,  0.93404,  0.60648,  3.59921E-06, -0.00909, -0.99996,  0.22972,  0.02032
183, 5197,  21.32462,  40.57374,  102.87862,  0.93404,  0.60648,  3.59921E-06, -0.00909, -0.99996,  0.22972,  0.02032
184, 5191,  21.31248,  40.80097,  102.87654,  0.93734,  0.60648,  4.06049E-07, -0.00912, -0.99996,  0.2307,  0.02032
185, 5192,  21.56565,  40.80767,  102.87648,  0.93744,  0.6023,  3.34620E-07, -0.00912, -0.99996,  0.23072,  0.01908
186, 5189,  21.44456,  43.07391,  102.85585,  0.97034,  0.6023,  2.22780E-07, -0.0091, -0.99996,  0.24045,  0.01908
187, 5192,  21.56565,  40.80767,  102.87648,  0.93744,  0.6023,  3.34620E-07, -0.00912, -0.99996,  0.23072,  0.01908
188, 5191,  21.31248,  40.80097,  102.87654,  0.93734,  0.60648,  4.06049E-07, -0.00912, -0.99996,  0.2307,  0.02032
189, 5191,  21.31248,  40.80097,  102.87654,  0.93734,  0.60648,  4.06049E-07, -0.00912, -0.99996,  0.2307,  0.02032
190, 5190,  21.19108,  43.07391,  102.85585,  0.97034,  0.60648,  2.38181E-07, -0.0091, -0.99996,  0.24045,  0.02032
191, 5189,  21.44456,  43.07391,  102.85585,  0.97034,  0.6023,  2.22780E-07, -0.0091, -0.99996,  0.24045,  0.01908
192, 4761, -21.31731,  40.57374,  102.8786,  0.93404,  0.60648, -3.12286E-06, -0.00909, -0.99996,  0.9388,  0.06318
193, 4760, -21.36059,  39.8175,  102.88544,  0.92548,  0.60607, -0.00002, -0.00909, -0.99996,  0.93627,  0.06306
194, 4759, -21.61407,  39.81835,  102.88544,  0.9241,  0.6023, -0.00003, -0.00908, -0.99996,  0.93586,  0.06195
195, 4769, -21.62823,  39.57085,  102.8877,  0.92084,  0.6023, -7.18338E-06, -0.00934, -0.99996,  0.9349,  0.06195
196, 4759, -21.61407,  39.81835,  102.88544,  0.9241,  0.6023, -0.00003, -0.00908, -0.99996,  0.93586,  0.06195
197, 4760, -21.36059,  39.8175,  102.88544,  0.92548,  0.60607, -0.00002, -0.00909, -0.99996,  0.93627,  0.06306
198, 4760, -21.36059,  39.8175,  102.88544,  0.92548,  0.60607, -0.00002, -0.00909, -0.99996,  0.93627,  0.06306
199, 4772, -21.37469,  39.57085,  102.8877,  0.92084,  0.60648,  2.38184E-07, -0.00933, -0.99996,  0.9349,  0.06318
200, 4769, -21.62823,  39.57085,  102.8877,  0.92084,  0.6023, -7.18338E-06, -0.00934, -0.99996,  0.9349,  0.06195
201, 4761, -21.31731,  40.57374,  102.8786,  0.93404,  0.60648, -3.12286E-06, -0.00909, -0.99996,  0.9388,  0.06318
