VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z
1861, 547,  0.42149,  15.18289, -0.8964,  0.7015,  0.713, -0.07274, -0.9758, -0.20595
1862, 546,  0.20958,  14.95187, -0.8193,  0.7007,  0.6857,  0.0353, -0.97118, -0.23571
1863, 549,  0.18094,  15.14467, -0.96558,  0.6846,  0.6965,  0.08055, -0.97906, -0.18697
1864, 548,  0.3747,  15.25884, -1.04649,  0.6882,  0.7167,  0.14716, -0.98257, -0.11304
1865, 546,  0.20958,  14.95187, -0.8193,  0.7007,  0.6857,  0.0353, -0.97118, -0.23571
1866, 549,  0.18094,  15.14467, -0.96558,  0.6846,  0.6965,  0.08055, -0.97906, -0.18697
1867, 546,  0.20958,  14.95187, -0.8193,  0.7007,  0.6857,  0.0353, -0.97118, -0.23571
1868, 550,  0.03675,  15.03494, -0.76961,  0.6874,  0.6746, -0.09474, -0.99315, -0.06843
1869, 550,  0.03675,  15.03494, -0.76961,  0.6874,  0.6746, -0.09474, -0.99315, -0.06843
1870, 551, -0.2816,  15.01168, -0.81956,  0.6643,  0.6563, -0.00889, -0.99693,  0.07776
1871, 549,  0.18094,  15.14467, -0.96558,  0.6846,  0.6965,  0.08055, -0.97906, -0.18697
1872, 552, -0.08649,  15.18259, -1.30199,  0.6484,  0.6973,  0.08012, -0.99569, -0.04673
1873, 549,  0.18094,  15.14467, -0.96558,  0.6846,  0.6965,  0.08055, -0.97906, -0.18697
1874, 551, -0.2816,  15.01168, -0.81956,  0.6643,  0.6563, -0.00889, -0.99693,  0.07776
1875, 552, -0.08649,  15.18259, -1.30199,  0.6484,  0.6973,  0.08012, -0.99569, -0.04673
1876, 551, -0.2816,  15.01168, -0.81956,  0.6643,  0.6563, -0.00889, -0.99693,  0.07776
1877, 553, -0.32002,  15.07024, -1.25891,  0.6363,  0.6772, -0.2623, -0.93291,  0.24675
1878, 551, -0.2816,  15.01168, -0.81956,  0.6643,  0.6563, -0.00889, -0.99693,  0.07776
1879, 554, -0.4827,  15.18574, -1.29482,  0.622,  0.6674, -0.21113, -0.97674, -0.03734
1880, 553, -0.32002,  15.07024, -1.25891,  0.6363,  0.6772, -0.2623, -0.93291,  0.24675
1881, 554, -0.4827,  15.18574, -1.29482,  0.622,  0.6674, -0.21113, -0.97674, -0.03734
1882, 551, -0.2816,  15.01168, -0.81956,  0.6643,  0.6563, -0.00889, -0.99693,  0.07776
1883, 555, -0.53718,  15.01574, -0.91075,  0.6443,  0.6426,  0.35834, -0.92789, -0.10304
1884, 556, -0.67378,  15.18864, -1.27627,  0.6119,  0.6533, -0.16369, -0.98573, -0.03936
1885, 554, -0.4827,  15.18574, -1.29482,  0.622,  0.6674, -0.21113, -0.97674, -0.03734
1886, 555, -0.53718,  15.01574, -0.91075,  0.6443,  0.6426,  0.35834, -0.92789, -0.10304
1887, 557, -0.58823,  14.87859, -0.77436,  0.6518,  0.6285,  0.3518, -0.78386,  0.51166
1888, 556, -0.67378,  15.18864, -1.27627,  0.6119,  0.6533, -0.16369, -0.98573, -0.03936
1889, 555, -0.53718,  15.01574, -0.91075,  0.6443,  0.6426,  0.35834, -0.92789, -0.10304
1890, 557, -0.58823,  14.87859, -0.77436,  0.6518,  0.6285,  0.3518, -0.78386,  0.51166
1891, 558, -0.86533,  15.11082, -1.08708,  0.6123,  0.6295, -0.25071, -0.90402, -0.34626
1892, 556, -0.67378,  15.18864, -1.27627,  0.6119,  0.6533, -0.16369, -0.98573, -0.03936
1893, 559, -1.18909,  15.21838, -1.18519,  0.5844,  0.6157, -0.01185, -0.98986, -0.13988
1894, 556, -0.67378,  15.18864, -1.27627,  0.6119,  0.6533, -0.16369, -0.98573, -0.03936
1895, 558, -0.86533,  15.11082, -1.08708,  0.6123,  0.6295, -0.25071, -0.90402, -0.34626
